nearest_gene_name,chrom,label,label_max,n_unique_patients,n_site_obs,dist_to_nearest_tss,in_gene_body,dist_to_nearest_cancer_tss,gene_length,in_repeat,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,gtex_thymus_tpm,gtex_whole_blood_tpm,gtex_spleen_tpm,gtex_immune_mean_tpm
ARID1B,chr6,3.503006315566044,5.730099782973574,12,172,569195,0,,434759,1,1,0,1.0,569,12,524,2,,,0,0.0,0.9648751605957868,2.1659563370598915,2.0563136417878125
ARID2,chr12,3.478346275134788,5.981414211254481,11,23,85496,0,85496.0,179130,1,1,0,1.23,117,3,80,7,2.0,511.0,1,0.0,1.2767752103132053,2.133308084920886,2.054346358485458
ARID3A,chr19,3.6129379746280152,7.453561871643373,12,44,14733,1,238297.0,51411,1,9,0,0.7711,122,4,111,4,0.0,335.0,0,0.0,2.9085008723608112,2.4483982549714773,3.21964086548332
ARID3C,chr9,2.19722457733622,2.19722457733622,1,1,4144,0,,8017,1,2,0,0.825,14,1,12,0,,,0,0.0,0.0,0.05100798869175085,0.038436527554983155
ARID5A,chr2,3.07679985089307,5.087596335232384,12,29,6437,1,71200564.0,15921,0,2,0,0.84,40,3,37,0,,,0,0.0,4.915247111249773,4.167302230172407,4.607185154574706
ARID5B,chr10,3.492316449186045,5.703782474656201,12,42,85690,1,2080345.0,195260,1,1,0,0.82,316,2,308,0,0.0,302.0,0,0.0,1.6540593997313127,2.7584327475514,2.404616874558752
ARIH1,chr15,3.327146815230791,5.111987788356544,10,19,65706,1,5476251.0,128679,1,1,0,1.08,85,2,62,4,0.0,87.0,0,0.0,1.535621282451511,2.184176486709152,2.1311417532653527
ARIH2,chr3,3.2153745509813665,5.3612921657094255,15,44,859,0,,67561,1,1,0,1.02,59,1,53,1,,,0,0.0,2.41025494009222,3.5745847023149326,3.2354405360285634
ARK2C,chr18,3.268578549121544,5.017279836814924,7,11,21756,0,1624880.0,136331,0,2,0,0.985,160,2,144,1,0.0,34.0,0,0.0,0.0,,0.0
ARL1,chr12,3.469297536166399,3.871201010907891,3,3,28632,1,10025860.0,14656,1,1,0,0.85,9,3,5,0,0.0,29.0,0,0.0,1.0551931745504668,2.957900595244984,2.9421263070005117
ARL10,chr5,3.497000838624904,5.680172609017068,10,18,25009,1,,36378,0,2,0,0.87,61,5,53,0,,,0,0.0,0.34904500988144793,1.439704787800445,1.5466679952829596
ARL11,chr13,3.1245833177944227,5.1298987149230735,9,21,5259,0,1319470.0,6378,1,0,42494,,9,1,7,0,0.0,56.0,0,0.0,2.8183206433188146,2.2249316121768863,2.4655711966822964
ARL13B,chr3,3.0394083610227924,3.1780538303479458,3,3,16911,1,,75539,1,1,0,0.9,54,4,34,2,,,0,0.0,0.3346147983646151,1.5286681071558215,1.4623013979558765
ARL14,chr3,3.969623217742014,5.44673737166631,4,5,22705,0,,1288,1,0,76074,,5,1,4,0,,,0,0.0,0.0,0.17886391938259283,0.09274124655543352
ARL14EP,chr11,3.360138554921426,5.241747015059643,13,37,27394,0,2085066.0,15354,1,1,0,0.77,15,1,13,0,0.0,90.0,0,0.0,0.889823545658984,2.552674326585924,2.4027591823645666
ARL14EPL,chr5,2.302585092994046,2.302585092994046,1,1,10644,1,,27794,1,0,24766,,24,1,18,1,,,0,0.0,0.0,0.0,0.0
ARL15,chr5,3.364033720394715,5.4510384535657,8,12,131863,1,,426640,0,1,0,0.83,380,1,290,29,,,0,0.0,1.345110321902696,2.402710931605362,1.8112401492799453
ARL17A,chr17,2.878835442639483,4.060443010546419,4,6,32672,1,3131178.0,79915,0,1,0,0.8,7,0,2,1,0.0,55.0,0,0.0,0.24457465584284652,0.6427682048977135,0.6198694277812891
ARL17B,chr17,3.559192412422814,5.976350909297934,16,130,3293,0,3194814.0,87582,1,1,0,0.79,29,0,18,0,0.0,71.0,0,0.0,0.1532291124573225,0.5985628372725511,0.4227836067584424
ARL2,chr11,2.9444389791664403,2.9444389791664403,1,1,4453,0,198397.0,10184,0,1,0,0.89,17,1,10,2,0.0,63.0,0,0.0,3.0683366158226777,4.615833134156345,4.537747866253107
ARL2-SNX15,chr11,3.531121564764166,5.641907070938114,4,5,212,1,203100.0,26388,0,2,0,0.85,34,2,23,3,0.0,0.0,0,0.0,0.0,,0.0
ARL2BP,chr16,3.6227903806816366,5.780743515792329,14,85,17176,1,6520403.0,8376,1,1,0,0.97,9,1,7,0,0.0,219.0,0,0.0,1.3360610310873773,1.813688918202077,2.0297986390322724
ARL3,chr10,3.493668331029956,6.345636360828596,12,59,30581,1,179904.0,40706,0,1,0,0.65,54,1,50,3,0.0,113.0,0,0.0,1.4215698019108873,2.2234325723198007,2.3757553160747023
ARL4A,chr7,3.518758958448873,5.1647859739235145,11,31,299254,0,,4356,1,1,0,0.94,10,3,7,0,,,0,0.0,1.8862223204539208,2.6477834319155513,2.082654707263173
ARL4C,chr2,3.365458512558788,5.932245187448011,16,119,78561,0,209075930.0,4040,0,1,0,1.01,13,2,11,0,,,0,0.0,3.2953293298222204,4.139118736580784,3.5924070992457113
ARL4D,chr17,3.780587375854681,5.662960480135946,14,87,17058,0,210847.0,2987,1,2,0,0.915,8,1,7,0,0.0,44.0,0,0.0,0.49168745167055306,3.2840678824043303,2.3215809570357524
ARL5A,chr2,3.456424621087941,3.713572066704308,3,4,25969,1,126511910.0,39547,0,1,0,0.98,45,1,36,3,,,0,0.0,1.0751901187236172,2.300754418331262,2.679345696067093
ARL5B,chr10,2.9664263809752898,4.110873864173311,9,15,47134,0,2818179.0,22335,1,1,0,1.02,24,2,19,0,0.0,88.0,0,0.0,1.2454908765279007,1.899740548208463,2.30519501750945
ARL5C,chr17,2.801925950655103,3.8501476017100575,4,4,6073,1,300026.0,10590,0,1,0,0.76,12,1,11,0,0.0,15.0,0,0.0,0.0,0.0,0.0
ARL6,chr3,3.460979012021415,5.700443573390687,13,70,333641,1,,36708,0,1,0,0.84,16,1,7,3,,,0,0.0,0.11582022170791367,1.0766052334050198,0.9519659363639987
ARL6IP1,chr16,3.462971706267902,6.539585955617669,16,154,9123,1,4890557.0,9963,1,1,0,0.8,16,2,14,0,0.0,125.0,0,0.0,3.8260903191696967,4.250474710180417,4.582302365784245
ARL6IP4,chr12,3.419453624842744,4.127134385045092,3,3,2011,1,1589589.0,3434,0,1,0,0.89,12,6,6,0,0.0,70.0,0,0.0,4.922197445634337,5.922768060266191,5.583862156638178
ARL6IP5,chr3,3.207131332891325,4.7535901911063645,13,27,493,0,,21155,0,1,0,0.96,37,1,36,0,,,0,0.0,4.412221157132599,4.5609810707406115,4.629123338253184
ARL6IP6,chr2,3.4347845097834564,5.777652323222656,12,30,191040,1,127184017.0,44749,0,1,0,0.89,45,6,28,3,,,0,0.0,1.9532786491427154,2.650717654454965,2.7684378275171917
ARL8A,chr1,3.3101417781970994,3.951243718581428,5,5,5640,1,3495417.0,11339,0,1,0,1.08,19,1,18,0,0.0,21.0,0,0.0,4.537241391028,4.2065818783928774,4.188235553636629
ARL8B,chr3,3.823665134421936,5.081404364984463,4,6,4767,0,,58662,1,1,0,0.97,58,1,52,0,,,0,0.0,3.3273068217701107,3.942942047172874,3.946203473758516
ARL9,chr4,4.795790545596741,4.795790545596741,1,1,12173,1,,19750,1,1,0,0.99,17,2,10,0,,,0,0.0,0.04935647997283845,0.19768788767441947,0.09863359054582153
ARMC1,chr8,4.722346654164342,5.860786223465865,3,10,111079,0,,31761,1,1,0,0.82,15,1,11,2,,,0,0.0,1.1682036476923279,2.657283084048557,2.910446860776288
ARMC10,chr7,2.857172020039183,3.871201010907891,5,6,77810,0,,28277,1,1,0,0.91,24,2,13,3,,,0,0.0,1.6318097854097822,2.7421101846713407,2.7789397616256597
ARMC2,chr6,3.1379842612443776,5.58724865840025,12,36,74041,1,,126135,0,1,0,0.79,135,2,122,4,,,0,0.0,0.6758046647065898,1.284840095014358,0.799261002411401
ARMC3,chr10,3.5381522689854723,6.1675164908883415,12,63,79816,0,1323591.0,110499,0,0,57109,,78,1,47,4,0.0,196.0,0,0.0,0.016782679684426965,0.011572776352615728,0.018618560552679103
ARMC5,chr16,3.307561097229917,4.51085950651685,5,5,1597,1,279543.0,9092,0,2,0,0.9,23,4,15,0,0.0,110.0,0,0.0,1.289381397543617,2.7368967756597895,2.3047168192502507
ARMC6,chr19,3.12381739770572,4.454347296253507,6,8,16250,1,333685.0,26736,1,1,0,1.09,43,3,33,0,0.0,27.0,0,0.0,2.003860947288511,2.9414027956752347,2.8780806042686677
ARMC7,chr17,3.777262293634863,5.924255797414532,10,20,14602,1,1642045.0,20320,0,2,0,0.745,34,2,31,0,0.0,12.0,0,0.0,2.5273912613941554,2.8703617757701245,2.6850180979914597
ARMC8,chr3,4.164026033032337,6.263398262591624,9,12,64151,1,,111136,0,1,0,0.82,97,2,85,3,,,0,0.0,1.944054142025069,2.7675950244597924,2.573937560220564
ARMC9,chr2,3.490874069233086,5.43372200355424,14,68,44378,1,205900334.0,178302,1,3,0,0.9133,222,1,204,2,,,0,0.0,0.04433865182622866,0.6832023946914039,1.187630523718477
ARMCX2,chrX,3.044522437723423,3.044522437723423,1,1,87458,0,,4767,0,0,102092,,8,3,5,0,,,0,0.0,0.4703935532155028,3.3034154830093607,2.721922950217126
ARMCX5,chrX,3.2565882706427245,5.308267697401205,5,10,3279,1,,4991,0,1,0,1.15,6,3,3,0,,,0,0.0,0.49835417757056666,1.8289187642464062,1.6264838022423
ARMH1,chr1,2.727660557678851,2.8903717578961645,2,2,13826,1,652375.0,50899,0,2,0,0.725,76,2,61,1,0.0,497.0,0,0.0,0.0,,0.0
ARMH2,chr6,2.810200432858575,3.1354942159291497,2,2,2774,0,,1582,0,0,21834,,3,1,2,0,,,0,0.0,0.0,,0.0
ARMH3,chr10,3.44485533926094,5.673323267171493,14,62,78794,1,526488.0,210659,0,1,0,0.96,207,2,187,3,0.0,30.0,0,0.0,0.0,,0.0
ARMS2,chr10,3.236945348176137,3.58351893845611,2,2,20917,0,835278.0,2699,0,0,3470,,4,0,4,0,0.0,113.0,0,0.0,0.0,0.04760155328940946,0.016120267488347235
ARNT,chr1,3.794572574846946,7.145984467714388,11,19,29439,1,29439.0,68154,1,0,49372,,55,2,38,6,3.0,408.0,1,0.0,2.769603019461902,3.3392865163224044,3.27619963243726
ARNT2,chr15,3.213471326586154,5.0369526024136295,16,60,4535,1,7848143.0,193622,1,1,0,0.99,250,6,225,5,0.0,226.0,0,0.0,0.04848383154009705,1.5680615976400796,0.8378599343751065
ARPC1A,chr7,2.571410381616362,2.995732273553991,2,3,10796,1,,40387,1,1,0,0.95,33,1,24,1,,,0,0.0,3.4498669036339753,4.4183802608893625,4.1562107658978675
ARPC2,chr2,2.5649493574615367,2.5649493574615367,1,1,22087,0,192851953.0,37726,1,1,0,0.94,47,2,45,0,,,0,0.0,5.6561141809547,5.37026586586062,5.677056267936455
ARPC3,chr12,3.4557672259425347,5.455321115357702,14,29,6369,1,960947.0,15840,1,1,0,0.88,10,1,7,1,0.0,61.0,0,0.0,5.795121142071589,5.868986130382541,5.914368396845027
ARPC4,chr3,3.3087014889872384,3.784189633918261,2,2,2563,1,,14614,0,1,0,0.8,25,3,20,1,,,0,0.0,5.446595120169735,5.109224939056371,5.308267697401205
ARPC4-TTLL3,chr3,3.5749584180660543,4.51085950651685,2,2,7148,1,,42319,0,2,0,0.8,53,3,35,2,,,0,0.0,0.0,,0.0
ARPP19,chr15,3.3082123939034505,5.37989735354046,4,10,6476,0,2151987.0,22838,1,1,0,1.08,29,3,23,0,0.0,51.0,0,0.0,2.625906955509441,3.468912103330194,3.707630057638877
ARPP21,chr3,3.481518766100894,5.598421958998375,10,29,292961,0,,155551,0,1,0,0.83,170,9,147,2,,,0,0.0,0.02121134047603147,0.03782830189080709,0.028098740105636264
ARR3,chrX,3.456459581559956,4.68213122712422,4,5,1909,0,,13535,1,0,7954,,5,1,1,0,,,0,0.0,0.034580734312262315,0.22754982939702606,0.15009951349440037
ARRB2,chr17,2.5152189606962176,2.833213344056216,2,2,5990,1,565876.0,11107,0,2,0,0.765,24,2,22,0,0.0,397.0,0,0.0,6.556975779850521,5.335627602054373,5.758645063748141
ARRDC2,chr19,3.872476090228219,5.293304824724492,8,16,2921,1,150134.0,12976,0,4,0,0.9275,32,5,26,0,0.0,137.0,0,0.0,3.539604783873454,4.319708313733505,3.7111781466522973
ARRDC3,chr5,3.10769688426484,4.442651256490317,6,12,105272,0,,14686,0,1,0,0.89,31,3,28,0,,,0,0.0,3.067559790301876,3.2682791343589495,3.0234463332325934
ARRDC4,chr15,3.4873199432564905,4.553876891600541,3,3,181725,0,7258733.0,13135,0,1,0,0.81,21,0,21,0,0.0,117.0,0,0.0,1.5876584524911612,2.7808792605575157,2.0112587883870816
ARRDC5,chr19,3.376562841818316,5.991464547107982,13,34,15704,0,763028.0,12511,1,1,0,0.8,12,0,7,0,0.0,183.0,0,0.0,1.14069748501289,1.6145408701700028,1.1888171351757306
ARSA,chr22,3.4121221052806803,4.941642422609304,13,40,6441,0,9542802.0,5423,1,1,0,0.94,14,1,11,0,0.0,267.0,0,0.0,3.7738500000237694,4.30968037901673,3.8656369490742764
ARSB,chr5,3.559454725539354,7.206377291472252,14,63,43716,1,,208878,1,1,0,0.98,208,2,178,5,,,0,0.0,1.2465609183386146,1.6427334138317398,1.529586297612273
ARSJ,chr4,2.5729007555772947,3.295836866004329,3,4,2686,0,,79443,0,1,0,0.88,70,1,58,5,,,0,0.0,0.012289968004053131,0.20043812296471894,0.0879009811744627
ARSL,chrX,3.7612001156935615,3.7612001156935615,1,1,8209,1,,34430,1,0,4575,,22,3,13,0,,,0,0.0,0.0,,0.0
ART5,chr11,3.622113757801675,4.941642422609304,1,2,12367,0,3093477.0,4684,0,1,0,0.74,8,2,5,0,0.0,49.0,0,0.0,0.0,0.06734785251820351,0.02295696087653221
ARTN,chr1,3.3163741636676063,5.267858159063328,15,86,95904,1,499608.0,3924,0,2,0,0.755,12,7,5,0,0.0,468.0,0,0.0,0.03317690918571984,0.4547427724776809,0.44021245459114644
ARVCF,chr22,3.2207888864557845,4.532599493153256,9,15,889,1,725938.0,46931,0,4,0,0.8175,116,3,110,0,0.0,126.0,0,0.0,0.7292476461846681,3.715204879281485,2.70664450245954
ARX,chrX,3.568309002686641,6.035481432524756,8,14,119081,1,,12726,0,4,0,0.87,31,1,29,0,,,0,0.0,0.0,0.05498512618242508,0.02919472302776624
ASAH1,chr8,3.806107690808229,6.037870919922137,4,4,40825,0,,29006,1,1,0,0.84,43,7,35,1,,,0,0.0,4.41685912788899,4.132113902129777,4.169481409663976
ASAH2,chr10,3.025221822883194,3.6375861597263857,2,3,88565,1,7291259.0,96942,0,0,29603,,58,1,20,12,0.0,90.0,0,0.0,0.008662085579850548,0.10563307850919729,0.16285177526514286
ASAH2B,chr10,3.60783683643216,4.90527477843843,6,7,10962,0,7651330.0,77177,1,1,0,0.94,34,2,17,5,0.0,22.0,0,0.0,0.07582474765099187,0.692789616641586,0.870842566998772
ASAP1,chr8,3.6668507012379417,5.6240175061873385,8,42,119857,1,,391658,0,2,0,1.01,515,5,490,4,,,0,0.0,3.219991202603123,3.5968765492416854,3.2189971508412407
ASAP2,chr2,2.926566135476336,3.9889840465642745,4,6,98856,0,6830494.0,198925,0,4,0,0.9125,306,1,277,4,0.0,327.0,0,0.0,0.16390976184190648,0.5937941393937474,0.3092664203642057
ASAP3,chr1,3.604747868115553,5.459585514144159,8,19,22233,1,3230832.0,56076,0,2,0,0.695,78,2,68,1,0.0,97.0,0,0.0,0.23512587567544999,1.9620421824102532,1.1520361451288859
ASB1,chr2,3.4566965158246066,5.739792912179234,10,26,178045,0,213262197.0,25508,1,2,0,0.84,38,2,35,0,,,0,0.0,1.7920127704779178,2.7239694809621997,2.5500236494079593
ASB10,chr7,3.3008105223723545,4.51085950651685,6,8,1121,0,,12137,1,0,746,,19,3,3,2,,,0,0.0,0.0,0.0,0.0
ASB12,chrX,4.188238821490326,8.54772239645106,9,13,28235,0,,6413,1,0,17884,,4,2,1,0,,,0,0.0,0.050669539893156916,0.386314228378391,0.1958088595043834
ASB13,chr10,2.644133515347268,2.8903717578961645,2,2,21284,1,2399984.0,27758,0,3,0,0.9267,55,1,51,0,0.0,31.0,0,0.0,1.3028067683038773,3.1738951951990866,2.30257675962599
ASB14,chr3,3.443738259944858,4.90527477843843,9,25,1901,1,,24343,0,0,39772,,16,1,6,0,,,0,0.0,0.18973318932994576,0.7566429707425031,0.6038417196253598
ASB16,chr17,3.7060354352284577,6.78105762593618,13,56,1943,1,1002145.0,8637,0,1,0,0.81,17,1,15,1,0.0,58.0,0,0.0,0.8054574903557299,1.5641350605167277,1.342331153429108
ASB3,chr2,3.5109880125929456,5.393627546352362,4,4,52141,1,28569711.0,327488,1,3,0,0.9433,237,5,170,11,,,0,0.0,1.1164882244844037,2.2485797031455017,1.987614040304594
ASB4,chr7,4.204692619390966,4.204692619390966,1,1,50155,1,,61789,0,1,0,0.69,73,1,65,2,,,0,0.0,0.0,0.018641168750533666,0.006252412865673699
ASB5,chr4,3.439900148257742,5.176149732573829,5,5,14215,0,,63898,0,0,17931,,54,2,49,1,,,0,0.0,0.011157423805422955,0.019801450824899435,0.018772587183036357
ASB6,chr9,3.189412486657493,4.867534450455582,9,16,5347,0,,7567,0,1,0,0.89,19,2,16,0,,,0,0.0,2.4412072556322078,3.3843665342506823,2.9456680481130704
ASB7,chr15,3.8501476017100575,3.8501476017100575,1,1,19806,1,9699046.0,49156,0,1,0,0.67,35,1,26,1,0.0,36.0,0,0.0,1.5506577136233153,2.1276720254478834,2.2422181254818896
ASB8,chr12,4.340624570829322,5.111987788356544,3,4,26280,1,905861.0,33424,1,1,0,0.78,64,3,42,3,0.0,59.0,0,0.0,2.701307520234818,2.986398852372915,2.952615982480363
ASB9,chrX,3.4880633871860725,4.948759890378168,6,10,56764,0,,35179,0,0,64780,,24,2,12,2,,,0,0.0,0.09535472426675101,2.523822829396161,1.6093667098992601
ASCC2,chr22,4.153401035023521,5.564520407322694,3,3,28306,1,206452.0,49696,0,1,0,0.78,68,1,65,0,0.0,182.0,0,0.0,4.068578790669249,3.8038897604177415,3.9182601804156345
ASCC3,chr6,2.079441541679836,2.079441541679836,1,1,49679,1,,373213,1,1,0,1.17,177,2,107,16,,,0,0.0,0.7805534795576122,2.003372802324039,2.4814228104832434
ASCL1,chr12,3.2791771199377866,4.795790545596741,4,8,49426,1,8496752.0,2839,1,1,0,1.0,9,1,8,0,0.0,324.0,0,0.0,0.0,0.09083783010464556,0.9184459277701469
ASCL2,chr11,4.108752183540403,5.111987788356544,5,5,3457,0,1736702.0,2090,1,1,0,1.02,7,0,7,0,0.0,129.0,0,0.0,1.3196790182135023,1.4064915184220086,1.0806197900999754
ASCL3,chr11,5.0369526024136295,5.0369526024136295,1,1,879,0,8406552.0,5438,1,0,20889,,2,0,2,0,0.0,38.0,0,0.0,0.0,0.06921314055927139,0.02360734096928011
ASCL4,chr12,3.764997238739804,5.056245805348308,8,8,131993,0,3498303.0,1940,0,1,0,0.97,5,1,3,0,0.0,52.0,0,0.0,0.0,0.08430723241743283,0.028899393941159132
ASF1A,chr6,3.2639180066009983,5.662960480135946,9,32,78832,1,,15019,0,1,0,1.01,21,1,20,0,,,0,0.0,1.422889033089433,2.74564780285077,2.6704611693658165
ASF1B,chr19,3.402012150811012,6.054439346269371,17,142,2835,1,15703.0,17110,0,1,0,0.9,22,1,18,0,0.0,131.0,0,0.0,2.124126863930006,2.2264758889416676,3.6089334223226914
ASGR1,chr17,3.36599122824897,6.432940092739179,14,146,29448,0,537346.0,7113,1,1,0,0.68,19,4,14,0,0.0,210.0,0,0.0,2.0887963982436726,1.4327747168774319,1.498279882881706
ASGR2,chr17,3.5018463281470864,6.982862751468942,15,156,13548,1,584491.0,16437,0,0,55964,,25,2,17,0,0.0,81.0,0,0.0,3.0666240077262032,1.9536926438716133,2.2875933699179147
ASH1L,chr1,3.390865989322005,6.327936783729195,16,362,94537,1,613947.0,227894,1,1,0,1.06,160,5,134,4,0.0,402.0,0,0.0,1.4890607649772907,2.5862967939419312,2.506250300426525
ASH2L,chr8,3.219830927893163,4.852030263919617,9,13,28730,0,,38631,1,1,0,0.84,40,3,34,0,,,0,0.0,2.628104710925122,3.1692569173858756,3.1804772803083434
ASIC1,chr12,3.492036332677187,5.43372200355424,10,40,12102,1,1008856.0,26073,1,2,0,0.85,49,2,40,0,0.0,169.0,0,0.0,0.06702929159180812,0.34746940266093845,0.2531208549685841
ASIC2,chr17,3.5330644586169946,7.431299675155903,17,429,62873,1,1009431.0,1161877,0,2,0,0.935,939,9,511,93,0.0,202.0,0,0.0,0.0,0.0,0.0
ASIC3,chr7,3.255106268095749,4.454347296253507,8,10,4443,1,,4464,0,2,0,0.795,11,2,7,0,,,0,0.0,0.8426312745072523,1.7179478634099021,1.2846242497579645
ASIC4,chr2,3.02204425741348,4.127134385045092,5,5,4310,1,194175890.0,24602,0,1,0,0.68,48,2,42,1,,,0,0.0,0.020798405853909796,0.07454209933545047,0.04926357590193608
ASIP,chr20,3.6198650243836576,5.902633333401366,14,45,47548,1,3102556.0,74777,0,2,0,0.965,72,3,56,2,0.0,607.0,0,0.0,0.05258021095508826,0.27438936457454943,0.1290112002638547
ASL,chr7,2.973874529544008,4.976733742420574,8,13,41025,0,,18897,1,1,0,0.84,22,2,14,2,,,0,0.0,2.896116337270384,3.8127461688326028,3.5366398636581957
ASMT,chrX,3.2737436971678258,5.365976015021851,13,65,71407,0,,28022,1,0,13325,,20,1,12,2,,,0,0.0,0.17450861509629587,0.41286433287010593,0.3063880201833246
ASMT,chrX,3.2737436971678258,5.365976015021851,13,65,71407,0,,28022,1,0,13325,,20,1,12,2,,,0,0.0,0.17450861509629587,0.41286433287010593,0.3063880201833246
ASMTL,chrY,2.597141606745505,3.970291913552122,9,23,31499,1,,50648,1,7,0,0.7929,0,0,0,0,,,0,0.0,2.647903798254188,3.2260738567675746,3.334057554133031
ASMTL,chrY,2.597141606745505,3.970291913552122,9,23,31499,1,,50648,1,7,0,0.7929,0,0,0,0,,,0,0.0,2.647903798254188,3.2260738567675746,3.334057554133031
ASNS,chr7,2.8918934988666893,3.5263605246161616,5,5,24635,0,,20865,1,1,0,0.92,15,3,5,1,,,0,0.0,2.2156177150364442,3.696510265276836,3.8805355719056784
ASPA,chr17,3.1387928184624845,3.871201010907891,2,3,1628,1,1811513.0,31031,1,0,431,,25,2,23,0,0.0,909.0,0,0.0,0.017920464982577867,1.817589645929073,1.0319367301363185
ASPDH,chr19,3.281606737730569,5.424950017481403,13,79,22633,1,153119.0,3122,1,1,0,0.98,10,2,8,0,0.0,8.0,0,0.0,0.1993695766467861,0.36798889908898674,0.29258776981765944
ASPG,chr14,3.316579968430642,6.228511003591184,12,28,51126,0,765523.0,30045,1,2,0,0.7,82,2,72,6,0.0,460.0,0,0.0,0.04773732441382676,0.246340411678405,0.10862681548792048
ASPH,chr8,3.2528639517752387,6.0473721790462776,15,101,271372,1,,214219,1,1,0,1.08,211,2,161,13,,,0,0.0,2.0046183137917066,2.167839248936107,1.9068702957363823
ASPHD1,chr16,1.791759469228055,1.791759469228055,1,1,800,1,1278959.0,19489,0,2,0,0.72,26,3,14,3,0.0,62.0,0,0.0,0.060285081826314785,0.43173241517549615,0.23639806749476772
ASPHD2,chr22,3.295836866004329,3.295836866004329,1,1,75070,1,2566728.0,16286,1,2,0,0.975,31,1,28,0,,,0,0.0,1.0494500552895132,1.7117020392239235,1.887244381240566
ASPM,chr1,3.396821458129391,5.298317366548036,15,47,3218,0,4034180.0,62573,0,1,0,0.88,64,3,51,0,0.0,839.0,0,0.0,0.11432104989320589,0.858551443476889,2.286735211295726
ASPRV1,chr2,3.585013109416016,5.777652323222656,9,24,28976,1,44590065.0,1542,0,1,0,0.69,1,1,0,0,,,0,0.0,2.364057355461618,1.9990242847047999,1.9115183294346898
ASRGL1,chr11,3.38256259204565,6.661854740545311,15,186,14705,1,922102.0,55973,1,2,0,1.015,63,5,48,3,0.0,1433.0,0,0.0,0.8127463438355269,1.2870456856135095,0.9634102950172438
ASS1,chr9,3.3549277719127573,5.472270673671475,14,80,62668,1,,59079,1,1,0,0.76,116,2,98,1,,,0,0.0,0.4883118807144256,3.099483995797397,2.334769668175501
ASTE1,chr3,3.24932935131946,5.010635294096256,9,19,157320,1,,14583,0,1,0,0.84,12,2,10,0,,,0,0.0,1.1234479804530593,2.054884982333802,1.826338550587914
ASTN1,chr1,2.221469673450136,2.6390573296152584,3,3,90861,1,12518528.0,307671,1,1,0,0.81,247,2,157,14,0.0,188.0,0,0.0,0.006162025663784026,1.107026787269128,0.5185381019987445
ASTN2,chr9,3.4489048550586765,6.71901315438526,12,48,63461,0,,991958,0,2,0,0.925,821,5,591,54,,,0,0.0,0.09315531429386402,0.6021173768612483,0.6212255960051559
ASXL1,chr20,3.305479935680732,5.659482215759621,7,13,19793,0,5006200.0,81053,1,1,0,1.06,88,4,66,3,0.0,887.0,0,0.0,2.2008236484583255,3.818397805247998,3.520133825961051
ASXL2,chr2,3.665952639889539,5.389071729816501,14,47,30980,0,566877.0,144734,1,1,0,0.91,118,2,101,6,0.0,269.0,0,0.0,1.2690945928300206,2.0232388474649476,2.0107928073994543
ASXL3,chr18,3.142550137072307,4.564348191467836,12,51,283310,1,10818644.0,172976,1,2,0,1.13,145,1,104,9,0.0,143.0,0,0.0,0.004924494747514242,0.16260852548393467,0.06009394613103707
ASZ1,chr7,3.364717670672644,4.8283137373023015,7,13,12772,1,,64901,1,1,0,1.03,44,1,34,3,,,0,0.0,0.0,0.0,0.0
ATAD3A,chr1,3.209305512607896,4.90527477843843,12,68,19834,1,1061931.0,22539,1,6,0,0.73,33,2,16,2,0.0,140.0,0,0.0,1.7741130157175713,3.0553823029624314,3.0363902546247754
ATAD3B,chr1,3.4381115185188467,4.875197323201151,11,22,9949,1,1092437.0,26092,0,4,0,0.8175,39,1,18,3,0.0,68.0,0,0.0,2.2007627550411617,3.5995973190854493,3.2437947533106226
ATAD3C,chr1,3.110953215935863,5.673323267171493,16,36,3655,1,1100900.0,20474,1,2,0,0.715,22,0,8,0,0.0,44.0,0,0.0,0.1448541723278675,0.5414564725194939,0.3783608620883744
ATAD5,chr17,3.0868930519509683,3.4657359027997265,2,2,21904,1,241057.0,63903,0,1,0,0.89,32,1,17,2,0.0,139.0,0,0.0,0.26610035351016287,1.3426271770504719,2.0840208738482926
ATAT1,chr6,3.683846968662136,5.5053315359323625,10,30,3401,1,,19993,0,0,109,,15,2,10,0,,,0,0.0,0.9957486532088706,2.3023940747512226,1.9772994524381282
ATE1,chr10,3.044522437723423,3.044522437723423,1,1,76264,1,254079.0,219408,1,1,0,1.07,174,8,130,8,0.0,145.0,0,0.0,1.1165537078663819,2.345120498786482,2.2523382684097824
ATF1,chr12,3.7629437636011054,6.597145701886651,15,73,69831,1,1633085.0,57452,0,1,0,0.97,50,2,44,0,0.0,240.0,0,0.0,1.6717119966685483,2.651571556167019,2.736034301367965
