patient_id,nearest_gene_name,chrom,last_tp_abundance,growth_rate,n_timepoints,label_raw,label,dist_to_nearest_tss,dist_to_nearest_cancer_tss,gene_length,in_repeat,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,patient_id_enc,ext_n_patients,ext_n_datasets,ext_n_unique_sites,ext_max_abundance,chrom_int
P2,MCPH1,chr8,21.0,-0.00560139861879707,20,3.091042453358316,0.6510156020017662,681378,32743620.0,241916,1,2,0,0.925,300,5,272,1,0.0,946.0,0,3,57.0,2.0,814.0,0.0,7
P2,ANGPT2,chr8,53.0,0.009274414654901454,7,3.9889840465642745,0.9384751251103916,64012,31969437.0,63777,0,0,3285,,86,2,81,1,0.0,825.0,0,3,57.0,2.0,372.0,0.0,7
P2,TNKS,chr8,56.0,-0.03240952064261768,7,4.04305126783455,0.9440682955549013,139928,29052850.0,226434,1,1,0,0.73,177,2,154,4,0.0,248.0,0,3,58.0,2.0,1635.0,0.0,7
P2,MSR1,chr8,10.0,-0.011217516388834517,6,2.3978952727983707,0.23653223432440387,546624,22447968.0,459612,0,0,434045,,245,2,134,21,0.0,425.0,0,3,57.0,2.0,698.0,0.0,7
P2,MTUS1,chr8,16.0,0.08389242654551961,3,2.833213344056216,0.4870473947600824,48390,20715679.0,157751,0,1,0,0.89,235,10,222,0,0.0,222.0,0,3,51.0,1.0,605.0,0.0,7
P2,GFRA2,chr8,26.0,0.010693476905429093,7,3.295836866004329,0.7680306152487489,751962,17408426.0,121972,0,3,0,0.8433,145,5,86,13,0.0,122.0,0,3,57.0,2.0,1880.0,0.0,7
P2,PIWIL2,chr8,12.0,-0.013112661771442923,8,2.5649493574615367,0.32057697968795995,3458,16196976.0,82252,1,1,0,0.72,75,2,55,7,0.0,273.0,0,3,55.0,2.0,426.0,0.0,7
P2,SLC39A14,chr8,32.0,-0.006861266989861719,14,3.4965075614664802,0.8455990579923461,45615,16147722.0,67402,0,1,0,0.94,116,2,107,0,0.0,341.0,0,3,53.0,2.0,1442.0,0.0,7
P2,ADAM28,chr8,24.0,-0.016551112367340172,5,3.2188758248682006,0.7269649690903739,175128,14349946.0,64998,1,0,554375,,48,1,46,0,0.0,134.0,0,3,58.0,2.0,1169.0,0.0,7
P2,INTS9,chr8,22.0,-0.06680623495111927,7,3.1354942159291497,0.6810420959670297,133944,9712536.0,122581,1,0,51338,,98,1,70,8,0.0,67.0,0,3,58.0,2.0,1364.0,0.0,7
P2,ANK1,chr8,6.0,-0.0719205181129452,2,1.9459101490553132,0.04032970267883427,110285,265542.0,243521,0,9,0,0.8222,373,6,287,19,0.0,1121.0,0,3,55.0,2.0,574.0,0.0,7
P2,SNTG1,chr8,5.0,0.0,1,1.791759469228055,0.013541360023550192,367025,7271462.0,886903,0,1,0,0.82,394,6,223,46,0.0,70.0,0,3,56.0,2.0,1030.0,0.0,7
P2,RB1CC1,chr8,32.0,-0.01125539763632205,6,3.4965075614664802,0.8455990579923461,16596,10457945.0,123385,1,1,0,0.87,87,1,55,6,0.0,251.0,0,3,57.0,2.0,686.0,0.0,7
P2,ATP6V1H,chr8,16.0,0.003025677325234937,7,2.833213344056216,0.4870473947600824,295694,11276562.0,128015,0,1,0,0.89,109,4,92,5,0.0,146.0,0,3,53.0,2.0,467.0,0.0,7
P2,RP1,chr8,11.0,-0.04931525340618446,4,2.4849066497880004,0.2795113335295849,95142,12333262.0,362298,1,1,0,0.88,191,2,99,24,0.0,194.0,0,3,55.0,2.0,380.0,0.0,7
P2,PENK,chr8,14.0,-0.031464759686836,9,2.70805020110221,0.408448631145128,43717,11547624.0,11374,1,3,0,0.8167,18,3,7,3,0.0,416.0,0,3,51.0,1.0,256.0,0.0,7
P2,CA8,chr8,26.0,-0.01937029609039848,31,3.295836866004329,0.7680306152487489,580756,8251138.0,96161,1,1,0,0.94,75,1,63,3,0.0,494.0,0,3,58.0,2.0,2132.0,0.0,7
P2,CLVS1,chr8,15.0,-0.0023298014187806797,7,2.772588722239781,0.4489255225198705,185664,7080461.0,444487,0,1,0,0.79,288,1,206,21,0.0,57.0,0,3,46.0,2.0,203.0,0.0,7
P2,ASPH,chr8,35.0,-0.09089166451350646,7,3.58351893845611,0.8713570797762732,271383,6508570.0,214219,1,1,0,1.08,211,2,161,13,0.0,493.0,0,3,57.0,2.0,501.0,0.0,7
P2,GGH,chr8,44.0,0.0002194237295501929,16,3.8066624897703196,0.9159552546364439,381183,5293731.0,24526,0,1,0,0.94,27,2,23,0,0.0,1651.0,0,3,58.0,2.0,321.0,0.0,7
P2,SGK3,chr8,7.0,0.09397623971910102,2,2.0794415416798357,0.08801884015307625,19603,1259074.0,149538,1,2,0,0.915,101,3,73,8,0.0,276.0,0,3,48.0,2.0,283.0,0.0,7
P2,ARFGEF1,chr8,21.0,-0.005580818849211791,8,3.091042453358316,0.6510156020017662,30779,638773.0,170450,1,1,0,0.8,110,1,71,16,0.0,180.0,0,3,55.0,2.0,264.0,0.0,7
P2,C8orf34,chr8,18.0,-0.3913253190105344,5,2.9444389791664403,0.5565204592287313,187474,191240.0,488354,1,1,0,0.92,283,3,175,29,0.0,70.0,0,3,56.0,2.0,802.0,0.0,7
P2,EYA1,chr8,20.0,0.0018419521195823135,14,3.044522437723423,0.6184869002060642,459075,728759.0,394593,0,2,0,0.81,263,8,168,25,0.0,790.0,0,3,56.0,2.0,1391.0,0.0,7
P2,JPH1,chr8,14.0,0.00398916169197314,3,2.70805020110221,0.408448631145128,1364,3918765.0,86892,0,2,0,1.0,84,5,79,0,0.0,134.0,0,3,51.0,2.0,389.0,0.0,7
P2,HNF4G,chr8,5.0,-0.0626213689793897,5,1.791759469228055,0.013541360023550192,208461,4568404.0,158920,1,1,0,0.86,86,2,62,8,0.0,109.0,0,3,54.0,2.0,671.0,0.0,7
P2,IL7,chr8,17.0,0.012961596284123755,12,2.8903717578961645,0.523844568737121,27916,990250.0,129780,0,1,0,0.73,69,4,39,6,0.0,897.0,0,3,56.0,2.0,899.0,0.0,7
P2,STMN2,chr8,24.0,-0.04411524556976026,11,3.2188758248682006,0.7269649690903739,382765,539505.0,55042,1,2,0,0.745,46,3,25,6,0.0,155.0,0,3,54.0,2.0,891.0,0.0,7
P2,SNX16,chr8,9.0,-0.0889078329622956,3,2.302585092994046,0.18972622902561084,48146,2026863.0,43285,1,1,0,0.92,35,2,21,1,0.0,65.0,0,3,58.0,2.0,1500.0,0.0,7
P2,RALYL,chr8,33.0,0.003913553146240579,28,3.5263605246161616,0.8572269649690903,1151066,3263864.0,739057,0,1,0,0.85,333,4,179,45,0.0,105.0,0,3,58.0,2.0,1578.0,0.0,7
P2,DCAF4L2,chr8,20.0,0.0019153148866185212,10,3.044522437723423,0.6184869002060642,503629,4732999.0,3268,1,1,0,1.16,3,1,2,0,0.0,50.0,0,3,57.0,2.0,1065.0,0.0,7
P2,RIPK2,chr8,9.0,-0.0023049215514363837,21,2.302585092994046,0.18972622902561084,714778,3060380.0,33281,1,1,0,0.84,30,1,29,0,0.0,357.0,0,3,58.0,2.0,670.0,0.0,7
P2,PDP1,chr8,9.0,-0.06110239026091079,8,2.302585092994046,0.18972622902561084,7498,1761901.0,68280,1,1,0,0.89,105,4,100,1,0.0,380.0,0,3,53.0,2.0,594.0,0.0,7
P2,ANKRD46,chr8,20.0,-0.0004294635722943521,29,3.044522437723423,0.6184869002060642,111332,1964428.0,50032,1,1,0,0.82,57,3,54,0,0.0,56.0,0,3,57.0,2.0,1053.0,0.0,7
P2,NCALD,chr8,60.0,0.011856663529614736,17,4.110873864173311,0.9506917868707683,298640,586613.0,438365,1,1,0,0.8,496,5,425,16,0.0,114.0,0,3,53.0,2.0,480.0,0.0,7
P2,FZD6,chr8,8.0,0.007483770836416215,13,2.1972245773362196,0.14085958198410362,77078,808475.0,34433,0,1,0,1.0,28,2,23,0,0.0,149.0,0,3,58.0,2.0,929.0,0.0,7
P2,DCSTAMP,chr8,166.0,0.012167674427489145,29,5.117993812416755,0.9879305269355314,378245,1547962.0,17602,0,0,8757,,32,1,27,1,0.0,111.0,0,3,56.0,2.0,984.0,0.0,7
P2,OXR1,chr8,33.0,-0.00569746863832102,7,3.5263605246161616,0.8572269649690903,767480,2940832.0,482550,1,3,0,0.9233,373,7,231,41,0.0,218.0,0,3,58.0,2.0,1411.0,0.0,7
P2,RSPO2,chr8,11.0,0.11753973064454401,2,2.4849066497880004,0.2795113335295849,251231,610937.0,184474,1,1,0,0.92,117,5,75,10,0.0,996.0,0,3,56.0,2.0,563.0,0.0,7
P2,EMC2,chr8,7.0,0.13627145831645632,2,2.0794415416798357,0.08801884015307625,394,499.0,45595,0,1,0,0.82,47,1,45,1,0.0,87.0,0,3,53.0,2.0,537.0,0.0,7
P2,TRHR,chr8,45.0,0.0,1,3.828641396489095,0.9193405946423314,105360,537729.0,34980,1,0,212122,,26,1,12,2,0.0,130.0,0,3,50.0,2.0,133.0,0.0,7
P2,KCNV1,chr8,13.0,-0.01879226825741125,11,2.6390573296152584,0.36473358846040627,124707,1407568.0,12135,0,2,0,0.825,13,3,8,0,0.0,425.0,0,3,58.0,2.0,1874.0,0.0,7
P2,CSMD3,chr8,36.0,0.004178830541218925,21,3.6109179126442243,0.8776861937003239,1729188,3264255.0,1214011,0,1,0,0.97,455,3,200,63,0.0,361.0,0,3,59.0,2.0,1755.0,0.0,7
P2,TRPS1,chr8,47.0,-0.02684478517812339,15,3.871201010907891,0.9249337650868413,1178919,2244095.0,401177,0,3,0,0.8633,378,3,297,16,0.0,587.0,0,3,59.0,2.0,1786.0,0.0,7
P2,UTP23,chr8,8.0,0.0028626591412273333,11,2.1972245773362196,0.14085958198410362,455340,563684.0,82958,1,1,0,0.9,70,1,53,2,0.0,60.0,0,3,57.0,2.0,1672.0,0.0,7
P2,SNTB1,chr8,28.0,0.0018742783630657056,20,3.367295829986474,0.7974683544303798,174456,3763968.0,277528,1,1,0,0.88,293,3,247,7,0.0,93.0,0,3,57.0,2.0,948.0,0.0,7
P2,HAS2,chr8,9.0,0.0011678088779360691,14,2.302585092994046,0.18972622902561084,392262,4374329.0,29324,1,1,0,0.8,38,3,35,0,0.0,276.0,0,3,59.0,2.0,1587.0,0.0,7
P2,TMEM65,chr8,20.0,0.0574360721971126,6,3.044522437723423,0.6184869002060642,254864,3617597.0,66512,0,1,0,0.88,60,1,39,5,0.0,58.0,0,3,58.0,2.0,1130.0,0.0,7
P2,TRIB1,chr8,23.0,-0.007596048969473018,23,3.1780538303479458,0.7059169855755077,112841,2417917.0,8045,1,2,0,0.9,23,3,20,0,0.0,303.0,0,3,58.0,2.0,2317.0,0.0,7
P2,C8orf90,chr8,31.0,-0.011213856165636242,12,3.4657359027997265,0.8314689431851634,4648,2998559.0,4099,0,1,0,0.94,12,1,1,0,0.0,22.0,0,3,54.0,2.0,1764.0,0.0,7
P2,FAM83H,chr8,8.0,-0.008727416441140999,14,2.1972245773362196,0.14085958198410362,1472,778585.0,16799,0,5,0,0.838,51,4,38,0,0.0,176.0,0,3,46.0,2.0,236.0,0.0,7
P2,SLC39A4,chr8,10.0,0.01775789705249557,5,2.3978952727983707,0.23653223432440387,3096,104097.0,7102,0,3,0,0.79,17,2,15,0,0.0,157.0,0,3,52.0,2.0,255.0,0.0,7
P2,TONSL,chr8,27.0,-0.044843944167431725,6,3.332204510175204,0.7826022961436562,7245,80617.0,15706,0,4,0,0.8,32,2,28,0,0.0,73.0,0,3,52.0,2.0,245.0,0.0,7
P2,C8orf82,chr8,32.0,0.0029010455594843335,13,3.4965075614664802,0.8455990579923461,501,10786.0,3399,0,1,0,0.82,10,2,8,0,0.0,15.0,0,3,52.0,2.0,492.0,0.0,7
P2,ZNF251,chr8,16.0,-0.0011775317288901638,3,2.833213344056216,0.4870473947600824,35130,203442.0,35902,0,2,0,0.945,31,1,19,1,0.0,35.0,0,3,56.0,2.0,531.0,0.0,7
P2,ZNF16,chr8,14.0,-0.017918586391452395,14,2.70805020110221,0.408448631145128,22595,410448.0,20530,1,1,0,0.81,10,1,9,0,0.0,33.0,0,3,54.0,2.0,893.0,0.0,7
P2,C8orf33,chr8,43.0,-0.003231452851690996,157,3.784189633918261,0.9128642920223727,49724,484856.0,14260,0,1,0,0.92,19,1,13,2,0.0,26.0,0,3,55.0,2.0,11862.0,0.0,7
P2,PUM3,chr9,27.0,-0.012561289908911078,12,3.332204510175204,0.7826022961436562,62826,2203086.0,123661,1,1,0,1.07,117,1,107,2,0.0,92.0,0,3,56.0,2.0,517.0,0.0,8
P2,RFX3,chr9,13.0,-0.006611039380073428,9,2.6390573296152584,0.36473358846040627,302447,1760815.0,307725,0,1,0,0.89,217,1,148,17,0.0,221.0,0,3,59.0,2.0,2321.0,0.0,8
P2,RIC1,chr9,4.0,0.13354531004096176,2,1.6094379124341003,0.003974094789520165,39254,79280.0,147532,1,1,0,0.88,114,2,81,6,0.0,108.0,0,3,53.0,2.0,385.0,0.0,8
P2,BRD10,chr9,37.0,0.15959527853338057,4,3.6375861597263857,0.8834265528407418,56268,441723.0,126886,1,1,0,0.82,94,4,71,7,0.0,47.0,0,3,57.0,2.0,563.0,0.0,8
P2,DMAC1,chr9,14.0,-0.015091773825907857,21,2.70805020110221,0.408448631145128,566181,1811708.0,91880,1,1,0,0.84,52,1,34,3,0.0,48.0,0,3,58.0,2.0,1516.0,0.0,8
P2,PTPRD,chr9,466.0,0.0005528765397165668,18,6.1463292576688975,0.9982337356491021,1302490,3800021.0,2298756,0,3,0,0.9267,1223,5,826,115,0.0,530.0,0,3,57.0,2.0,1844.0,0.0,8
P2,CCDC171,chr9,22.0,0.004287476303040707,4,3.1354942159291497,0.6810420959670297,12489,54186.0,508764,1,1,0,0.86,284,1,186,24,0.0,154.0,0,3,58.0,2.0,1016.0,0.0,8
P2,SH3GL2,chr9,10.0,0.1284462052964879,2,2.3978952727983707,0.23653223432440387,216250,1851614.0,218063,1,1,0,0.9,156,1,105,12,0.0,132.0,0,3,55.0,2.0,373.0,0.0,8
P2,MLLT3,chr9,12.0,-0.00020670376414260545,13,2.5649493574615367,0.32057697968795995,395071,1767873.0,280830,0,1,0,1.03,273,4,216,17,0.0,390.0,0,3,58.0,2.0,1730.0,0.0,8
P2,IZUMO3,chr9,10.0,0.02633847469852731,4,2.3978952727983707,0.23653223432440387,170285,2380360.0,2994,1,0,691428,,3,0,1,0,0.0,122.0,0,3,51.0,2.0,236.0,0.0,8
P2,UBAP2,chr9,29.0,0.0,1,3.4011973816621555,0.8099793935825729,102657,3087505.0,127729,0,1,0,0.79,109,4,74,3,0.0,89.0,0,3,58.0,2.0,688.0,0.0,8
P2,STOML2,chr9,9.0,0.00028213685679551653,4,2.302585092994046,0.18972622902561084,607,1930466.0,3589,0,1,0,0.85,4,2,2,0,0.0,145.0,0,3,18.0,2.0,30.0,0.0,8
P2,UNC13B,chr9,16.0,-0.05809846718356905,4,2.833213344056216,0.4870473947600824,5009,1877448.0,243510,1,1,0,0.94,176,3,134,6,0.0,120.0,0,3,56.0,2.0,938.0,0.0,8
P2,MSMP,chr9,16.0,0.111383511033337,3,2.833213344056216,0.4870473947600824,1508,1276147.0,3623,0,0,338,,7,1,6,0,0.0,53.0,0,3,58.0,2.0,592.0,0.0,8
P2,RECK,chr9,206.0,-0.009906765941171968,7,5.332718793265369,0.9911686782455107,3392,1000755.0,87550,1,1,0,0.87,75,1,62,1,0.0,332.0,0,3,58.0,2.0,948.0,0.0,8
P2,ZCCHC7,chr9,21.0,-0.0014011680972740358,32,3.091042453358316,0.6510156020017662,38016,48194.0,237699,0,1,0,0.89,234,3,200,1,0.0,62.0,0,3,59.0,2.0,1454.0,0.0,8
P2,GRHPR,chr9,14.0,-0.028186536795066608,8,2.70805020110221,0.408448631145128,147863,240533.0,14595,1,1,0,0.96,30,2,26,0,0.0,251.0,0,3,55.0,2.0,494.0,0.0,8
P2,PABIR1,chr9,14.0,0.02961887190906746,4,2.70805020110221,0.408448631145128,36586,9288493.0,5501,1,1,0,0.95,9,1,8,0,0.0,24.0,0,3,12.0,2.0,41.0,0.0,8
P2,RORB,chr9,6.0,-0.045675600895568026,12,1.9459101490553132,0.04032970267883427,642623,4177260.0,195842,1,2,0,0.86,133,4,79,13,0.0,444.0,0,3,57.0,2.0,1260.0,0.0,8
P2,PCSK5,chr9,19.0,-0.0768717476746735,15,2.995732273553991,0.5865469531939947,386132,2527460.0,472331,0,2,0,0.74,419,1,324,25,0.0,482.0,0,3,56.0,2.0,1870.0,0.0,8
P2,TLE4,chr9,56.0,-0.0027064246662169477,12,4.04305126783455,0.9440682955549013,590176,949625.0,155109,0,1,0,1.04,181,4,168,1,0.0,203.0,0,3,59.0,2.0,3136.0,0.0,8
P2,NXNL2,chr9,32.0,-0.00403738557724997,15,3.4965075614664802,0.8455990579923461,72080,3793578.0,50241,0,1,0,0.84,51,2,28,7,0.0,66.0,0,3,55.0,2.0,464.0,0.0,8
P2,ROR2,chr9,18.0,-0.029080026026187162,7,2.9444389791664403,0.5565204592287313,37502,3604319.0,387149,0,6,0,0.795,436,2,368,16,0.0,1249.0,0,3,57.0,2.0,498.0,0.0,8
P2,FANCC,chr9,25.0,-0.0287434601137278,11,3.258096538021482,0.749043273476597,347997,438258.0,327742,0,6,0,0.8967,328,4,236,17,0.0,445.0,0,3,55.0,2.0,1152.0,0.0,8
P2,NCBP1,chr9,81.0,0.0,1,4.406719247264253,0.9727700912569914,92,2116483.0,40300,0,1,0,0.94,35,1,27,2,0.0,96.0,0,3,49.0,2.0,221.0,0.0,8
P2,FOXE1,chr9,13.0,-0.28671449062686966,4,2.6390573296152584,0.36473358846040627,76999,2259170.0,3491,1,1,0,0.95,11,1,10,0,0.0,233.0,0,3,48.0,2.0,289.0,0.0,8
P2,GABBR2,chr9,12.0,-0.027944136735873443,6,2.5649493574615367,0.32057697968795995,213271,2979411.0,421643,0,1,0,0.88,463,1,349,33,0.0,258.0,0,3,53.0,1.0,843.0,0.0,8
P2,INVS,chr9,15.0,0.03460489116912536,4,2.772588722239781,0.4489255225198705,92139,4489503.0,207373,0,1,0,0.81,145,4,104,9,0.0,291.0,0,3,45.0,2.0,132.0,0.0,8
P2,CYLC2,chr9,16.0,-0.010301982322591548,18,2.833213344056216,0.4870473947600824,618989,5114160.0,23177,1,0,980861,,5,0,0,2,0.0,36.0,0,3,56.0,2.0,1710.0,0.0,8
P2,KLF4,chr9,29.0,0.00015758578779420212,11,3.4011973816621555,0.8099793935825729,94483,94483.0,5630,1,1,0,0.97,17,1,16,0,5.0,791.0,1,3,54.0,2.0,1027.0,0.0,8
P2,RGS3,chr9,7.0,-0.007623389321058369,3,2.0794415416798357,0.08801884015307625,12621,5941628.0,153012,1,2,0,0.8,265,11,241,0,0.0,199.0,0,3,49.0,2.0,186.0,0.0,8
P2,TNFSF8,chr9,16.0,-0.013407664211364146,7,2.833213344056216,0.4870473947600824,62172,7377941.0,37252,1,0,281547,,60,1,57,0,0.0,216.0,0,3,59.0,2.0,948.0,0.0,8
P2,PAPPA,chr9,17.0,-0.01200166772166606,9,2.8903717578961645,0.523844568737121,310804,8352505.0,248530,1,1,0,1.04,311,2,269,6,0.0,515.0,0,3,56.0,2.0,675.0,0.0,8
P2,DENND1A,chr9,46.0,-0.0013949519110448532,24,3.8501476017100584,0.9221371798645864,286939,1546726.0,550504,0,1,0,1.06,584,2,415,41,0.0,93.0,0,3,59.0,2.0,2261.0,0.0,8
P2,PBX3,chr9,13.0,-0.041563043141273515,14,2.6390573296152584,0.36473358846040627,18897,537901.0,220640,1,2,0,1.145,227,4,198,2,0.0,201.0,0,3,59.0,2.0,3118.0,0.0,8
P2,CDK9,chr9,39.0,0.0,1,3.6888794541139363,0.8949072711215779,3032,900777.0,5113,1,2,0,0.925,14,2,12,0,0.0,358.0,0,3,48.0,1.0,174.0,0.0,8
P2,ASB6,chr9,8.0,-0.12609276799307523,4,2.1972245773362196,0.14085958198410362,9925,948820.0,7567,1,1,0,0.89,19,2,16,0,0.0,36.0,0,3,43.0,2.0,154.0,0.0,8
P2,HMCN2,chr9,38.0,-0.0009597345252715446,15,3.6635616461296463,0.889314100677068,46106,493389.0,168363,0,2,0,0.895,294,2,226,12,0.0,69.0,0,3,54.0,2.0,671.0,0.0,8
P2,ASS1,chr9,20.0,-0.009059004033100865,12,3.044522437723423,0.6184869002060642,87975,357736.0,59079,0,1,0,0.76,116,2,98,1,0.0,534.0,0,3,53.0,1.0,1056.0,0.0,8
P2,FUBP3,chr9,36.0,0.013725648864062162,14,3.6109179126442243,0.8776861937003239,66985,201063.0,59389,1,1,0,0.87,71,2,59,3,0.0,64.0,0,3,54.0,2.0,1713.0,0.0,8
P2,FAM78A,chr9,14.0,-0.05911385335756961,14,2.70805020110221,0.408448631145128,75594,488728.0,19289,0,2,0,0.89,49,2,47,0,0.0,17.0,0,3,59.0,2.0,1384.0,0.0,8
P2,PRRC2B,chr9,18.0,-0.06192584957102673,13,2.9444389791664403,0.5565204592287313,41854,618739.0,126561,1,3,0,0.8767,185,4,157,1,0.0,70.0,0,3,56.0,2.0,1314.0,0.0,8
P2,PRRT1B,chr9,26.0,-0.0474507736026989,7,3.295836866004329,0.7680306152487489,6584,825893.0,15098,1,1,0,0.98,24,1,12,1,0.0,5.0,0,3,55.0,2.0,786.0,0.0,8
P2,RAPGEF1,chr9,50.0,0.01568910209407344,54,3.9318256327243257,0.9333235207536061,93091,933983.0,163359,1,1,0,1.0,316,5,306,0,0.0,205.0,0,3,59.0,2.0,3170.0,0.0,8
P2,BARHL1,chr9,59.0,-0.032836585740288304,15,4.0943445622221,0.9492198999116868,34100,398368.0,7646,1,3,0,0.8567,21,1,20,0,0.0,50.0,0,3,54.0,2.0,433.0,0.0,8
P2,DDX31,chr9,45.0,-0.016528282063469887,73,3.828641396489095,0.9193405946423314,88,276561.0,77614,0,1,0,0.89,93,2,76,3,0.0,49.0,0,3,58.0,2.0,3079.0,0.0,8
P2,SPACA9,chr9,78.0,-0.03279711755628451,8,4.3694478524670215,0.9698263173388284,103628,172475.0,12174,0,1,0,0.98,22,3,19,0,0.0,107.0,0,3,56.0,2.0,1540.0,0.0,8
P2,BRD3,chr9,39.0,-0.02343366039500669,12,3.6888794541139363,0.8949072711215779,21271,269814.0,38250,0,5,0,0.79,82,3,74,3,0.0,288.0,0,3,54.0,2.0,1061.0,0.0,8
P2,WDR5,chr9,32.0,0.012196985761879301,13,3.4965075614664802,0.8455990579923461,32534,215286.0,25625,0,3,0,0.8467,48,2,44,1,0.0,167.0,0,3,51.0,2.0,394.0,0.0,8
P2,COL5A1,chr9,14.0,-0.03581179166150728,14,2.70805020110221,0.408448631145128,155759,168946.0,203040,1,7,0,0.8643,389,2,373,2,0.0,427.0,0,3,57.0,2.0,1172.0,0.0,8
P2,OLFM1,chr9,54.0,-0.0076612193432539855,30,4.007333185232471,0.9403885781571976,70290,688034.0,45758,0,6,0,0.7967,83,4,76,0,0.0,216.0,0,3,53.0,1.0,2851.0,0.0,8
P2,TMEM250,chr9,15.0,-0.018498043007071734,19,2.772588722239781,0.4489255225198705,11711,438813.0,4366,0,2,0,0.915,14,3,11,0,0.0,9.0,0,3,54.0,2.0,1271.0,0.0,8
P2,LHX3,chr9,27.0,-0.018260158883863356,2,3.332204510175204,0.7826022961436562,10654,351574.0,8878,0,2,0,0.79,23,2,21,0,0.0,253.0,0,3,51.0,2.0,306.0,0.0,8
P2,CACNA1B,chr9,134.0,0.0028733513617664095,302,4.90527477843843,0.9842508095378275,111645,1220089.0,246842,0,5,0,0.864,250,2,146,23,0.0,322.0,0,3,58.0,2.0,29081.0,0.0,8
P2,ATXN3L,chrX,17.0,-0.010072034659099777,20,2.8903717578961645,0.523844568737121,136943,11970387.0,1406,1,0,58716,,0,0,0,0,0.0,25.0,0,3,54.0,2.0,331.0,0.0,22
P2,MOSPD2,chrX,20.0,0.012683582380015304,6,3.044522437723423,0.6184869002060642,514,13661212.0,48906,0,1,0,0.86,31,1,29,0,0.0,36.0,0,3,54.0,2.0,292.0,0.0,22
P2,RPS6KA3,chrX,26.0,-0.044984198680744394,6,3.295836866004329,0.7680306152487489,57094,18997702.0,117608,0,1,0,0.85,61,6,40,2,0.0,697.0,0,3,56.0,2.0,587.0,0.0,22
P2,GK,chrX,22.0,-0.009997383915360933,10,3.1354942159291497,0.6810420959670297,10731,9513239.0,78103,1,1,0,0.85,50,2,38,2,0.0,387.0,0,3,54.0,2.0,285.0,0.0,22
P2,TAB3,chrX,19.0,-0.023542017890409436,6,2.995732273553991,0.5865469531939947,134937,9337182.0,147642,1,1,0,0.99,108,0,92,1,0.0,104.0,0,3,56.0,2.0,423.0,0.0,22
P2,CFAP47,chrX,6.0,0.0,1,1.9459101490553132,0.04032970267883427,55155,4312750.0,465583,1,0,293534,,82,1,30,6,0.0,182.0,0,3,53.0,2.0,344.0,0.0,22
P2,TSPAN7,chrX,16.0,-0.2910859646120838,3,2.833213344056216,0.4870473947600824,115387,1731218.0,127751,1,1,0,0.83,99,2,83,5,0.0,176.0,0,3,52.0,2.0,319.0,0.0,22
P2,BCOR,chrX,6.0,0.007763182307596374,8,1.9459101490553132,0.04032970267883427,684574,684574.0,127514,0,11,0,0.8209,234,11,213,1,1.0,518.0,1,3,58.0,2.0,585.0,0.0,22
P2,NYX,chrX,16.0,0.0,1,2.833213344056216,0.4870473947600824,40168,71867.0,30327,0,1,0,0.91,36,2,30,0,0.0,82.0,0,3,57.0,2.0,860.0,0.0,22
P2,PPP1R2C,chrX,10.0,-0.014497612931465651,11,2.3978952727983707,0.23653223432440387,350132,1094683.0,797,1,1,0,0.87,2,2,0,0,0.0,9.0,0,3,55.0,2.0,349.0,0.0,22
P2,KRBOX4,chrX,19.0,0.004304232680049426,5,2.995732273553991,0.5865469531939947,333541,1030570.0,50167,1,1,0,0.88,18,1,12,0,0.0,18.0,0,3,56.0,2.0,596.0,0.0,22
P2,CHST7,chrX,27.0,0.0170103899033584,7,3.332204510175204,0.7826022961436562,13803,584696.0,25105,1,1,0,1.04,33,1,31,0,0.0,43.0,0,3,58.0,2.0,799.0,0.0,22
P2,SLC9A7,chrX,18.0,-0.007902458158798673,17,2.9444389791664403,0.5565204592287313,59145,444236.0,159942,1,1,0,0.89,142,2,124,0,0.0,54.0,0,3,58.0,2.0,1029.0,0.0,22
P2,RP2,chrX,14.0,0.0,1,2.70805020110221,0.408448631145128,37843,345199.0,52312,1,1,0,0.87,30,2,20,2,0.0,131.0,0,3,55.0,2.0,704.0,0.0,22
P2,ZNF157,chrX,16.0,-0.013583208130916248,5,2.833213344056216,0.4870473947600824,64353,161941.0,43920,1,0,67990,,22,0,10,3,0.0,21.0,0,3,55.0,2.0,741.0,0.0,22
P2,CENPVL3,chrX,21.0,-0.019121563260422414,7,3.091042453358316,0.6510156020017662,60451,1666961.0,1892,1,1,0,0.89,3,2,1,0,0.0,5.0,0,3,52.0,1.0,479.0,0.0,22
P2,KANTR,chrX,16.0,-0.2577446648398568,5,2.833213344056216,0.4870473947600824,942,130338.0,76772,0,1,0,0.95,41,4,30,1,0.0,80.0,0,3,54.0,2.0,337.0,0.0,22
P2,HUWE1,chrX,7.0,0.012913512943407106,6,2.0794415416798357,0.08801884015307625,119224,342106.0,154656,1,2,0,0.935,85,2,69,3,0.0,223.0,0,3,57.0,2.0,485.0,0.0,22
P2,TRO,chrX,9.0,0.001031874725473945,5,2.302585092994046,0.18972622902561084,55118,1639922.0,10974,1,0,68490,,10,2,6,0,0.0,73.0,0,3,8.0,1.0,9.0,0.0,22
